SYMBOL, SERIES,DATE, PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
DAMODARIND, EQ, 04-Nov-2022,46.1,46.95,47.2,45.8,46.35,46.95,46.64,8370,3.9,232,4362,52.11
DANGEE, EQ, 04-Nov-2022,22.3,22.5,22.8,22.1,22.3,22.35,22.44,93526,20.99,434,71015,75.93
DATAMATICS, EQ, 04-Nov-2022,319,321.2,324.4,314.05,318.15,318.6,319.26,73485,234.61,3370,23548,32.04
DATAPATTNS, EQ, 04-Nov-2022,1406.85,1413.2,1455,1408.3,1438,1436.75,1433.4,468303,6712.66,16604,218962,46.76
DBCORP, EQ, 04-Nov-2022,114.8,115.65,116.25,112.75,113.5,113.25,114.18,130500,149.01,3279,67579,51.78
DBL, EQ, 04-Nov-2022,220,221.1,225.3,220.7,222.2,222.55,222.58,177687,395.5,4912,95101,53.52
DBOL, EQ, 04-Nov-2022,168.7,169,175.05,168.1,169.95,169.75,172.07,263310,453.08,6102,155745,59.15
DBREALTY, EQ, 04-Nov-2022,101.55,102.45,102.5,98.3,99.5,99.3,99.74,318505,317.67,3385,207285,65.08
DBSTOCKBRO, EQ, 04-Nov-2022,25.4,26.6,26.6,24.2,24.5,24.5,24.7,11960,2.95,179,5649,47.23
DCAL, EQ, 04-Nov-2022,100.7,100.65,109.8,100.65,108.5,108.35,106.97,1428544,1528.13,14733,619518,43.37
DCBBANK, EQ, 04-Nov-2022,111.7,112.3,121.35,112.05,121,119.8,117.04,7846095,9183,36581,3368213,42.93
DCI, EQ, 04-Nov-2022,113.6,123.9,124.95,120.05,124.95,124.95,124.32,46211,57.45,684,24742,53.54
DCM, EQ, 04-Nov-2022,78.85,78.9,79.9,76.65,77.6,77.05,77.5,53970,41.83,866,35498,65.77
DCMFINSERV, BE, 04-Nov-2022,5.35,5.4,5.6,5.4,5.6,5.6,5.56,10396,0.58,53, -, -
DCMNVL, EQ, 04-Nov-2022,163.25,164.9,167.1,159,166,164,162.59,54606,88.78,1288,35369,64.77
DCMSHRIRAM, EQ, 04-Nov-2022,1024.05,1027,1044,1024.45,1035.45,1035.45,1036.06,19527,202.31,2888,9382,48.05
DCMSRIND, EQ, 04-Nov-2022,78.2,78.65,78.9,77.75,77.9,78,78.31,53480,41.88,737,38338,71.69
DCW, EQ, 04-Nov-2022,60.3,60.55,60.75,59.15,59.5,59.45,59.83,1536844,919.55,6641,836193,54.41
DECCANCE, EQ, 04-Nov-2022,500.05,506.45,519,501.05,513.4,509,510.01,9040,46.1,971,4076,45.09
DEEPAKFERT, EQ, 04-Nov-2022,904,900,924.6,900,906,904.9,909.29,399208,3629.95,18929,150938,37.81
DEEPAKNTR, EQ, 04-Nov-2022,2319.3,2316.55,2329.8,2285.2,2314.95,2315.95,2307.09,335598,7742.55,17169,150457,44.83
DEEPENR, BE, 04-Nov-2022,131.8,131.1,133.9,128,130,130,130.48,8152,10.64,123, -, -
DEEPINDS, EQ, 04-Nov-2022,288.85,292.85,294,288,290.1,289.35,290.68,54791,159.27,3239,26697,48.73
DELHIVERY, EQ, 04-Nov-2022,385.2,386,401.2,384.05,395.75,397,393.03,670382,2634.8,15350,350142,52.23
DELPHIFX, EQ, 04-Nov-2022,438,451.95,455,430,447,446.6,446.17,3192,14.24,293,2120,66.42
DELTACORP, EQ, 04-Nov-2022,222.45,222,223.85,213.35,217,216.6,217.27,4417206,9597.33,37802,1382804,31.3
DELTAMAGNT, EQ, 04-Nov-2022,78.65,79.85,79.85,73.65,73.95,74.4,74.97,39458,29.58,958,26663,67.57
DEN, EQ, 04-Nov-2022,32.8,32.8,33.45,32.7,32.95,32.8,33.01,1169235,386,4567,472387,40.4
DENORA, EQ, 04-Nov-2022,716.9,713,746.5,713,735.25,739.3,736.62,7623,56.15,865,4649,60.99
DESTINY, SM, 04-Nov-2022,21.45,21,21,20.4,20.4,20.4,20.6,66000,13.59,8,60000,90.91
DEVIT, EQ, 04-Nov-2022,212.35,221.95,221.95,191,210.1,209.15,208.21,48738,101.48,2224,19022,39.03
DEVYANI, EQ, 04-Nov-2022,183.45,183.85,190.45,183.6,188.1,187.75,187.77,6205866,11652.63,41972,2739232,44.14
DFMFOODS, EQ, 04-Nov-2022,372.55,376.3,378.95,374.1,374.8,374.85,375.33,35699,133.99,802,27020,75.69
DGCONTENT, EQ, 04-Nov-2022,15,15,15.25,15,15.2,15.05,15.1,36883,5.57,188,24032,65.16
DHAMPURSUG, EQ, 04-Nov-2022,206.2,206.95,208.35,202.55,202.9,203.45,204.79,213120,436.45,4713,104442,49.01
DHANBANK, EQ, 04-Nov-2022,12.2,12.35,13.7,12.25,13.4,13.5,13.16,8218377,1081.22,8235,3644480,44.35
DHANI, EQ, 04-Nov-2022,59.2,60,60.5,58.15,58.75,59.15,59.11,2252016,1331.21,25745,1366762,60.69
DHANILOANS, N7, 04-Nov-2022,1016,1020,1020,1020,1020,1020,1020,3,0.03,1,3,100
DHANILOANS, N8, 04-Nov-2022,1379.3,1358,1384.6,1358,1384.6,1384.6,1366.87,15,0.21,2,15,100
DHANILOANS, NF, 04-Nov-2022,1000,1001,1001,1001,1001,1001,1001,188,1.88,3,188,100
DHANILOANS, NR, 04-Nov-2022,1050,1050,1050,1050,1050,1050,1050,70,0.74,3,70,100
DHANUKA, EQ, 04-Nov-2022,726.5,729,733.1,725.05,726,727.6,729.83,22011,160.64,2132,9552,43.4
DHARSUGAR, BZ, 04-Nov-2022,10.7,10.6,10.8,10.35,10.5,10.5,10.61,5423,0.58,41, -, -
DHRUV, EQ, 04-Nov-2022,60.05,60,62,59.5,60.3,60.6,60.4,13595,8.21,113,10966,80.66
DHUNINV, EQ, 04-Nov-2022,654.95,655,659.7,645,658,656.85,655.67,1037,6.8,175,483,46.58
DIAMONDYD, EQ, 04-Nov-2022,897.8,893.2,927.95,891.95,917.95,912.85,912.66,11006,100.45,1707,4466,40.58
DICIND, EQ, 04-Nov-2022,407,414,414,406.05,408.1,408.75,411.04,243,1,32,145,59.67
DIGISPICE, EQ, 04-Nov-2022,26.8,26.85,26.85,25.25,25.25,25.9,26.24,66931,17.56,587,47246,70.59
DIGJAMLMTD, BE, 04-Nov-2022,127.35,133.7,133.7,133.7,133.7,133.7,133.7,775,1.04,28, -, -
DIL, EQ, 04-Nov-2022,15.5,16.25,16.25,15.1,16.25,16.25,16.16,1282131,207.23,2636,743117,57.96
DISHTV, EQ, 04-Nov-2022,15.7,15.7,15.85,15.45,15.75,15.65,15.63,3253167,508.56,2920,2061769,63.38
DIVISLAB, EQ, 04-Nov-2022,3781.45,3781.45,3793.2,3710.8,3743,3746.3,3737.16,386100,14429.16,33366,181007,46.88
DIVOPPBEES, EQ, 04-Nov-2022,47.21,49.7,54.99,39.15,47.1,47.29,46.39,16856,7.82,315,8071,47.88
DIXON, EQ, 04-Nov-2022,4533.65,4552,4564.1,4502,4514,4514.45,4522.81,62684,2835.08,8410,21948,35.01
DLF, EQ, 04-Nov-2022,384.75,385.2,389.6,384.05,386.5,387.3,386.75,2031089,7855.15,25771,418777,20.62
DLINKINDIA, EQ, 04-Nov-2022,262.9,265,269.15,262,263,265.45,264.73,271500,718.75,7262,97646,35.97
DMART, EQ, 04-Nov-2022,4194.2,4200,4207.95,4150,4168,4167.35,4158.41,532072,22125.75,30680,443053,83.27
DMCC, EQ, 04-Nov-2022,369.75,370,375,362.4,371.6,370,368.24,8118,29.89,584,5268,64.89
DNAMEDIA, EQ, 04-Nov-2022,3.6,3.75,3.75,3.45,3.5,3.55,3.57,89672,3.2,240,51439,57.36
DODLA, EQ, 04-Nov-2022,495.7,500.65,501,491,495.05,495.65,497.35,7394,36.77,894,4086,55.26
DOLATALGO, EQ, 04-Nov-2022,66.05,66.45,66.45,65.6,66,65.75,66.02,66219,43.71,962,51103,77.17
DOLLAR, EQ, 04-Nov-2022,497.6,500.1,503.45,497,499,498.35,498.59,16998,84.75,1040,11958,70.35
DONEAR, EQ, 04-Nov-2022,58,58.8,59.85,58.1,59.5,59.3,59.12,23813,14.08,252,18597,78.1
DPABHUSHAN, EQ, 04-Nov-2022,377.65,380.9,386.75,370.05,379.7,375.05,377.3,8545,32.24,361,5863,68.61
DPSCLTD, EQ, 04-Nov-2022,13.3,13.45,13.5,13.3,13.35,13.4,13.41,43940,5.89,339,31440,71.55
DPWIRES, EQ, 04-Nov-2022,422.9,434.7,434.7,409.05,411.55,417.55,418.32,6087,25.46,298,3858,63.38
DRCSYSTEMS, BE, 04-Nov-2022,28.65,30.05,30.05,29,29.9,29.6,29.82,42948,12.81,104, -, -
DREAMFOLKS, EQ, 04-Nov-2022,404.65,409.9,449,407.15,437.05,438.05,434.56,1087711,4726.78,31154,503270,46.27
DREDGECORP, EQ, 04-Nov-2022,362.25,364,399.3,363.95,379.8,379.6,386.33,1207404,4664.55,32157,293839,24.34
DRL, SM, 04-Nov-2022,9.5,9.05,9.05,9.05,9.05,9.05,9.05,6000,0.54,1,6000,100
DRREDDY, EQ, 04-Nov-2022,4589.9,4590.05,4600,4512.45,4520,4525.1,4529.96,492676,22318,34289,310832,63.09
DSPN50ETF, EQ, 04-Nov-2022,182.26,182.33,183.38,182.2,182.94,182.78,182.63,1204,2.2,37,846,70.27
DSPNEWETF, EQ, 04-Nov-2022,208.81,204.5,210.99,204.5,210.14,210.02,209.33,10450,21.87,117,6776,64.84
DSPQ50ETF, EQ, 04-Nov-2022,167.2,166.01,170.56,166.01,166.58,166.73,166.65,25560,42.6,213,14601,57.12
DSPSILVETF, EQ, 04-Nov-2022,56.99,57.51,58.5,57.51,58.5,58.5,58.32,2200,1.28,26,1490,67.73
DSSL, EQ, 04-Nov-2022,271.15,266.1,282.45,266.1,279.8,277.85,275.86,11751,32.42,664,7012,59.67
DTIL, EQ, 04-Nov-2022,194.75,201.85,208,194.55,195.05,195.7,197.99,6026,11.93,409,2476,41.09
DUCON, EQ, 04-Nov-2022,12.65,12.75,12.8,12.5,12.8,12.75,12.68,172002,21.81,511,108722,63.21
DUGLOBAL, SM, 04-Nov-2022,263.9,264.2,277.05,264.2,277.05,277.05,272.55,13750,37.48,11,7500,54.55
DVL, EQ, 04-Nov-2022,217.1,218.6,227,216.05,219,218.65,219.22,20777,45.55,385,15999,77
DWARKESH, EQ, 04-Nov-2022,91.55,92,92.3,90.1,91.35,90.8,91.03,936018,852.05,9540,428787,45.81
DYCL, EQ, 04-Nov-2022,178.1,181,181.9,176,177.7,177.05,179.41,26399,47.36,995,15409,58.37
DYNAMATECH, EQ, 04-Nov-2022,2392.5,2395.85,2445,2366,2430,2440.6,2428.28,8684,210.87,1263,4616,53.16
DYNAMIC, SM, 04-Nov-2022,15.65,15.2,15.9,15.2,15.8,15.8,15.49,14000,2.17,6,8000,57.14
DYNPRO, EQ, 04-Nov-2022,385.15,393.2,399,385.2,394.6,394.1,394.31,31499,124.2,1577,18472,58.64
DYNPROPP, E1, 04-Nov-2022,153.45,142.95,151.05,140,142,142,145.6,289,0.42,12,95,32.87
E2E, BE, 04-Nov-2022,185.3,194,194.55,185.1,194.55,194.55,194.24,14017,27.23,146, -, -
EASEMYTRIP, EQ, 04-Nov-2022,370.3,370.9,380,370.4,374,375.15,375.77,794960,2987.23,16575,318084,40.01
EASTSILK, BE, 04-Nov-2022,3.85,3.85,3.85,3.75,3.75,3.75,3.77,16241,0.61,89, -, -
EBANK, EQ, 04-Nov-2022,4618.5,4616.23,4616.23,4570,4616.23,4616.23,4596.39,7,0.32,7,5,71.43
EBBETF0423, EQ, 04-Nov-2022,1194.42,1194.43,1195.94,1194.43,1195.9,1195.45,1195.67,4470,53.45,93,4190,93.74
EBBETF0425, EQ, 04-Nov-2022,1084.09,1084.96,1084.99,1082.83,1084,1084.67,1084.81,4028,43.7,72,3791,94.12
EBBETF0430, EQ, 04-Nov-2022,1213.38,1213.38,1213.38,1210.51,1210.61,1211.18,1211.35,10918,132.26,215,9468,86.72
EBBETF0431, EQ, 04-Nov-2022,1080.63,1081.01,1084.97,1080,1082.94,1082.82,1080.65,16075,173.71,157,14732,91.65
EC4RD, MF, 04-Nov-2022,18,18.06,18.06,18.06,18.06,18.06,18.06,10800,1.95,2,10800,100
ECLERX, EQ, 04-Nov-2022,1321.05,1365,1399.9,1337.5,1349,1349.25,1361.79,127720,1739.27,11186,38531,30.17
ECLFINANCE, NG, 04-Nov-2022,992,999.99,999.99,995,995,995,999.56,23,0.23,2,23,100
ECLFINANCE, NI, 04-Nov-2022,1011,1010,1011.01,1010,1011,1011,1010.45,241,2.44,6,241,100
ECLFINANCE, NJ, 04-Nov-2022,970,970,975,970,975,975,970.67,149,1.45,5,149,100
ECLFINANCE, NK, 04-Nov-2022,953.3,951.1,951.1,945,950,950,947.62,353,3.35,17,312,88.39
ECLFINANCE, NO, 04-Nov-2022,996,997.01,997.01,997.01,997.01,997.01,997.01,50,0.5,1,50,100
ECLFINANCE, NR, 04-Nov-2022,1002.9,995,1008.7,995,1004,1004.5,1004.01,75,0.75,7,73,97.33
EDELWEISS, EQ, 04-Nov-2022,56.4,56.35,58.5,56.35,58.35,58.35,58.02,1309263,759.67,6682,729514,55.72
EDUCOMP, BZ, 04-Nov-2022,2.7,2.75,2.75,2.6,2.6,2.65,2.65,41217,1.09,88, -, -
EHFLNCD, N5, 04-Nov-2022,999.75,981,981,981,981,981,981,30,0.29,2,30,100
EHFLNCD, N6, 04-Nov-2022,997.98,981,999.6,981,999.6,999.6,999.56,690,6.9,12,689,99.86
EHFLNCD, N7, 04-Nov-2022,1690,1690,1690,1690,1690,1690,1690,5,0.08,1,5,100
EICHERMOT, EQ, 04-Nov-2022,3675.25,3695,3729,3645,3674.4,3666.9,3683.46,631943,23277.37,45946,223564,35.38
EIDPARRY, EQ, 04-Nov-2022,635.85,645,645.4,637.55,642.45,642.1,642.15,456431,2930.98,12642,242836,53.2
EIFFL, EQ, 04-Nov-2022,155.1,157,159.35,152.05,155.05,155.05,155.15,9872,15.32,175,9229,93.49
EIHAHOTELS, EQ, 04-Nov-2022,464.35,465,479.7,464.55,474,471.4,472.83,18709,88.46,1737,6749,36.07
EIHOTEL, EQ, 04-Nov-2022,188.45,188.9,191.55,186.05,186.8,186.8,188.22,387497,729.35,5422,173384,44.74
EIMCOELECO, EQ, 04-Nov-2022,433.9,433.6,439.8,410.45,420,416.9,423.55,13006,55.09,993,6883,52.92
EKC, EQ, 04-Nov-2022,110.4,110.95,112.9,110.55,111.5,111.35,111.36,137380,152.99,2717,71877,52.32
ELDEHSG, EQ, 04-Nov-2022,618,623.05,625,603.4,613,615,612.72,1424,8.73,216,971,68.19
ELECON, EQ, 04-Nov-2022,400,403.8,415,392,398,398.1,402.66,1116134,4494.21,24131,496048,44.44
ELECTCAST, EQ, 04-Nov-2022,41.6,41.75,42.5,41,41.7,41.75,41.75,1877737,783.94,4781,944686,50.31
ELECTHERM, EQ, 04-Nov-2022,73.45,73.45,75.7,73.3,73.5,73.6,74.47,40672,30.29,572,22717,55.85
ELGIEQUIP, EQ, 04-Nov-2022,485.15,487.5,503,485.45,497,496.35,494.81,413904,2048.03,18132,159376,38.51
ELGIRUBCO, EQ, 04-Nov-2022,33.4,33.95,34.45,33.5,33.5,33.65,33.81,14686,4.97,246,4831,32.9
EMAMILTD, EQ, 04-Nov-2022,477.15,478.65,485,478,482.55,482.95,483.11,122202,590.37,8398,54474,44.58
EMAMIPAP, EQ, 04-Nov-2022,173,175,175,171,171.15,171.7,171.88,7797,13.4,482,4505,57.78
EMAMIREAL, EQ, 04-Nov-2022,75.45,77,77,73.5,73.6,74.2,74.88,20816,15.59,287,17754,85.29
EMBASSY, RR, 04-Nov-2022,340.08,342.4,342.54,333,333.54,333.84,335.26,1308027,4385.28,11117,1219202,93.21
EMIL, EQ, 04-Nov-2022,94.55,95.3,97.5,94.15,95.8,96.45,96,4362854,4188.32,21849,1496870,34.31
EMKAY, EQ, 04-Nov-2022,78.9,80.4,80.4,78.2,79,78.95,79.34,9198,7.3,203,6580,71.54
EMMBI, EQ, 04-Nov-2022,98.75,100.6,100.6,97.2,99,98.95,98.49,3689,3.63,177,1967,53.32
EMUDHRA, EQ, 04-Nov-2022,338.45,342.65,342.7,332.5,339.6,339.8,338.49,110667,374.6,4165,53082,47.97
ENDURANCE, EQ, 04-Nov-2022,1369.85,1370.5,1398,1370.5,1372,1378.35,1384.63,27226,376.98,5269,8932,32.81
ENERGYDEV, EQ, 04-Nov-2022,19,19,19,18.55,18.55,18.6,18.63,40646,7.57,238,29819,73.36
ENGINERSIN, EQ, 04-Nov-2022,72.5,72.9,74.7,71.95,72.6,72.75,73.32,4992091,3660.29,17488,1580399,31.66
ENIL, EQ, 04-Nov-2022,161.85,161.85,161.85,156.55,159,158,158.71,21359,33.9,415,14586,68.29
EPL, EQ, 04-Nov-2022,153.2,153.9,154.75,151.55,152,152.15,153.11,180154,275.83,4272,123586,68.6
EQUITAS, EQ, 04-Nov-2022,106.9,107.05,107.2,105.75,106.75,106.7,106.51,513132,546.55,10027,335629,65.41
EQUITASBNK, EQ, 04-Nov-2022,49,49.1,50.05,49,50,49.95,49.77,810971,403.64,4351,483817,59.66
ERFLNCDI, N5, 04-Nov-2022,917.52,919.98,919.98,919.98,919.98,919.98,919.98,1,0.01,1,1,100
ERIS, EQ, 04-Nov-2022,727.85,731.5,731.5,720,720.05,722.4,725.19,16942,122.86,4366,8690,51.29
EROSMEDIA, BE, 04-Nov-2022,31.25,31.25,31.25,29.7,29.7,29.7,30.03,558060,167.57,1215, -, -
ESABINDIA, EQ, 04-Nov-2022,3492.8,3529,3529,3411.55,3478,3451.1,3451,4266,147.22,592,3059,71.71
ESCORTS, EQ, 04-Nov-2022,2013.1,2020,2021.95,1976.25,1987,1990.5,1994.11,559258,11152.24,29920,98537,17.62
ESSARSHPNG, EQ, 04-Nov-2022,8.25,8.25,8.8,8.25,8.5,8.45,8.49,335703,28.51,529,166933,49.73
ESSENTIA, EQ, 04-Nov-2022,5.5,5.6,6.05,5.5,6.05,5.95,5.87,1285642,75.44,455,945206,73.52
ESTER, EQ, 04-Nov-2022,162,162.3,167.9,162.3,165.65,165.75,165.83,96593,160.18,2479,47056,48.72
ETHOSLTD, EQ, 04-Nov-2022,979.85,990,1059.8,989.95,1042,1042.2,1041.99,186655,1944.92,15708,75069,40.22
EUROBOND, SM, 04-Nov-2022,138.25,144.3,144.3,127.35,128.95,128.3,130.79,86000,112.48,41,54000,62.79
EUROTEXIND, EQ, 04-Nov-2022,10.7,11.2,11.2,10.3,10.55,10.55,10.79,10107,1.09,94,4764,47.14
EVEREADY, EQ, 04-Nov-2022,325.85,330,340.5,323,339,337.2,334.07,567437,1895.66,10854,176506,31.11
EVERESTIND, EQ, 04-Nov-2022,889.35,895,895,870.1,874.6,873.6,879.92,20026,176.21,1934,10289,51.38
EXCEL, EQ, 04-Nov-2022,0.4,0.4,0.45,0.35,0.4,0.4,0.4,29591846,117.81,2336,17474148,59.05
EXCELINDUS, EQ, 04-Nov-2022,1237.25,1255,1255.75,1235,1255,1250.4,1248.5,9287,115.95,2123,6222,67
EXIDEIND, EQ, 04-Nov-2022,164.85,167.5,177.75,167.5,175.3,175.55,174.72,18321325,32011.71,120293,4384642,23.93
EXPLEOSOL, EQ, 04-Nov-2022,1264.25,1265,1296.95,1253.15,1275,1285.35,1277.55,8661,110.65,1129,5969,68.92
EXXARO, EQ, 04-Nov-2022,126.75,128,135.15,118.65,131.25,130.15,126.78,510396,647.07,7696,215024,42.13
FACT, EQ, 04-Nov-2022,121.1,121.5,126.5,119.6,125.15,125.2,123.87,222726,275.89,3122,138780,62.31
FAIRCHEMOR, EQ, 04-Nov-2022,1856.1,1862,1890,1817.45,1844.15,1845.4,1839.63,19034,350.16,3617,8556,44.95
FCL, EQ, 04-Nov-2022,333.2,333.6,345,333.6,337.9,339.6,338.8,773191,2619.55,16655,240591,31.12
FCONSUMER, BE, 04-Nov-2022,1.7,1.7,1.75,1.65,1.75,1.7,1.72,4420905,76,1659, -, -
FCSSOFT, EQ, 04-Nov-2022,2.65,2.65,2.7,2.6,2.65,2.65,2.64,1618512,42.69,2156,1407917,86.99
FDC, EQ, 04-Nov-2022,309.9,311.45,311.45,303.2,303.2,304.95,306.27,116037,355.39,3723,60762,52.36
FEDERALBNK, EQ, 04-Nov-2022,137.25,137.5,138.85,135.4,136.45,136.35,136.84,12856806,17593.7,52612,4594899,35.74
FEL, BE, 04-Nov-2022,1.75,1.7,1.75,1.7,1.75,1.75,1.72,430568,7.41,433, -, -
FELDVR, BE, 04-Nov-2022,6.6,6.6,6.8,6.45,6.6,6.55,6.57,24717,1.62,88, -, -
FELIX, SM, 04-Nov-2022,39.75,39,39,39,39,39,39,4000,1.56,1,4000,100
FIBERWEB, EQ, 04-Nov-2022,37.15,37,37.95,36.55,37.6,37.35,37.27,23613,8.8,415,12984,54.99
FIDEL, SM, 04-Nov-2022,74.1,73.75,73.75,70.05,71.6,72.3,72.18,27000,19.49,9,21000,77.78
FIEMIND, EQ, 04-Nov-2022,1535.6,1549,1558,1528,1540,1537.45,1540.89,11005,169.57,2396,4739,43.06
FILATEX, EQ, 04-Nov-2022,98.45,99.15,102.7,99,100,100.05,100.55,295097,296.71,3724,113483,38.46
FINCABLES, EQ, 04-Nov-2022,514.55,516.95,535.9,512,530,529.75,526.6,712340,3751.19,32006,311292,43.7
FINEORG, EQ, 04-Nov-2022,6247.15,6250,6324.7,5931,5972.05,5977.85,6016,124546,7492.69,24891,36740,29.5
FINOPB, EQ, 04-Nov-2022,204.4,204.9,213.95,203,203.5,203.65,207.71,521929,1084.1,8082,241080,46.19
FINPIPE, EQ, 04-Nov-2022,139.45,140,146.7,139.5,145,145.55,143.77,985276,1416.51,20703,590395,59.92
FLEXITUFF, EQ, 04-Nov-2022,26.9,26.5,28.05,25.8,25.8,26.35,26.8,19858,5.32,342,8283,41.71
FLFL, BE, 04-Nov-2022,6.8,6.95,7,6.75,6.8,6.8,6.81,154419,10.52,563, -, -
FLUOROCHEM, EQ, 04-Nov-2022,3836.65,3880,3943,3750,3804,3788.15,3796.69,98024,3721.67,9485,26121,26.65
FMGOETZE, EQ, 04-Nov-2022,319.1,320,321.7,316.1,316.85,318.75,319.34,47548,151.84,1044,38573,81.12
FMNL, EQ, 04-Nov-2022,4.85,5.05,5.05,4.6,4.95,4.9,4.85,86217,4.18,271,45260,52.5
FOCUS, EQ, 04-Nov-2022,211.4,213.95,216.05,209.3,213.25,214.9,213.41,23295,49.71,482,16493,70.8
FOODSIN, EQ, 04-Nov-2022,94.5,94.95,94.95,93.55,94,93.85,94.51,94097,88.93,1015,63515,67.5
FORCEMOT, EQ, 04-Nov-2022,1358.55,1358.55,1407.55,1357,1371.1,1372.5,1388.39,75608,1049.73,7455,23064,30.5
FORTIS, EQ, 04-Nov-2022,283.4,284.05,285.3,280.2,282.9,282.4,282.56,364780,1030.71,7506,172036,47.16
FOSECOIND, EQ, 04-Nov-2022,2009.5,2039,2075,1995.2,2046,2055.8,2041.12,2284,46.62,414,1561,68.35
FRETAIL, BZ, 04-Nov-2022,2.95,3.05,3.05,3.05,3.05,3.05,3.05,1463961,44.65,1106, -, -
FROG, SM, 04-Nov-2022,271.6,270,276.5,270,272.5,272.75,273,31200,85.18,25,27600,88.46
FSC, EQ, 04-Nov-2022,23.85,23.85,24.35,22.75,24.2,24.15,23.91,41869,10.01,386,32531,77.7
FSL, EQ, 04-Nov-2022,103.65,103.65,104.95,102.5,103.4,103.05,103.28,2174271,2245.52,10206,852789,39.22
GABRIEL, EQ, 04-Nov-2022,156.05,157.6,165.7,156.15,161.7,161.1,161.4,941307,1519.28,22068,346762,36.84
GAEL, EQ, 04-Nov-2022,247.65,248.9,253,245.55,251.5,251.2,250.01,200076,500.22,5719,95682,47.82
GAIL, EQ, 04-Nov-2022,90.55,91,91.35,88.1,88.9,88.55,90,13339109,12004.93,49530,6201642,46.49
GAL, EQ, 04-Nov-2022,2.55,2.6,2.6,2.45,2.5,2.5,2.52,615902,15.49,311,482732,78.38
GALAXYSURF, EQ, 04-Nov-2022,2837.9,2852.1,2852.1,2810.1,2818,2820.05,2825.96,6125,173.09,2081,4070,66.45
GALLANTT, EQ, 04-Nov-2022,60.6,61.95,65,61,64,63.75,62.94,55725,35.08,758,43143,77.42
GANDHITUBE, EQ, 04-Nov-2022,445.3,500,523.25,475.7,480,481.8,499.53,118701,592.95,6603,37906,31.93
GANECOS, EQ, 04-Nov-2022,834.35,834.35,859,834,843.5,849.45,851.16,80717,687.03,6386,42318,52.43
GANESHBE, EQ, 04-Nov-2022,149.3,150.65,155.75,146,151.75,151.6,151.79,695809,1056.18,8799,375775,54.01
GANESHHOUC, EQ, 04-Nov-2022,343.1,345.6,353,343,349.5,349.95,347.92,30814,107.21,1947,19319,62.7
GANGAFORGE, EQ, 04-Nov-2022,5.35,5.4,5.45,5.25,5.3,5.3,5.34,784689,41.91,483,724979,92.39
GANGESSECU, EQ, 04-Nov-2022,105.8,107.05,113.3,103.4,107,108.4,107.12,5105,5.47,440,2490,48.78
GARFIBRES, EQ, 04-Nov-2022,3497.45,3512,3512,3456,3492.5,3490.1,3486.27,4210,146.77,1026,3065,72.8
GATEWAY, EQ, 04-Nov-2022,73.55,74,74.45,71.8,71.95,72.05,72.89,288050,209.96,8015,206297,71.62
GATI, EQ, 04-Nov-2022,172.7,174.5,177.35,173.1,175.95,175.45,175.37,350836,615.27,5840,94430,26.92
GAYAHWS, BE, 04-Nov-2022,0.9,0.95,0.95,0.9,0.95,0.95,0.93,226801,2.1,382, -, -
GAYAPROJ, BE, 04-Nov-2022,12.75,13.05,13.05,12.4,12.5,12.5,12.57,628260,79,1334, -, -
GEECEE, EQ, 04-Nov-2022,154.8,157,157,152.3,155.65,155,154.53,9637,14.89,472,6059,62.87
GEEKAYWIRE, EQ, 04-Nov-2022,79.35,82.8,84.75,78.6,80.8,80.6,81.34,517519,420.97,4783,225446,43.56
GENCON, EQ, 04-Nov-2022,32.45,31.25,32.6,31.25,32.3,32.15,32.05,19672,6.31,180,15092,76.72
GENESYS, EQ, 04-Nov-2022,522,526,529.65,512,518.95,518.1,518.48,7304,37.87,311,4341,59.43
GENUSPAPER, EQ, 04-Nov-2022,17.75,17.85,18.25,16.65,17.5,17.35,17.5,636875,111.43,1703,362113,56.86
GENUSPOWER, EQ, 04-Nov-2022,88.05,88.8,88.9,86.05,86.75,86.5,87.15,228380,199.03,2982,131547,57.6
GEOJITFSL, EQ, 04-Nov-2022,47.05,47.4,47.8,46.8,47.05,47,47.16,265161,125.06,2165,161324,60.84
GEPIL, EQ, 04-Nov-2022,139.4,140.05,140.1,138,139.2,138.9,138.98,75087,104.36,1218,49553,65.99
GESHIP, EQ, 04-Nov-2022,554.9,553.7,559.55,551,553.7,554.55,554.83,64175,356.06,4886,31279,48.74
GET&D, EQ, 04-Nov-2022,130.45,131.7,143.55,128,128.75,133.65,133.16,147950,197.01,1928,42240,28.55
GFLLIMITED, EQ, 04-Nov-2022,71.2,69.5,71,67.4,68.3,68.05,68.29,166101,113.44,2449,109126,65.7
GHCL, EQ, 04-Nov-2022,630.8,633.65,636.8,630,630,631.1,633.47,280000,1773.72,12676,177055,63.23
GICHSGFIN, EQ, 04-Nov-2022,131.7,131.7,135.95,131.25,134.8,135,133.9,133104,178.23,1798,73897,55.52
GICL, SM, 04-Nov-2022,42.3,44.3,44.3,44.3,44.3,44.3,44.3,3000,1.33,1,3000,100
GICRE, EQ, 04-Nov-2022,126.15,125.2,132.5,125.2,130.2,131.3,130.44,990267,1291.74,13406,389887,39.37
